dataset,label0,label1,count0,count1,samples,balance
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:99eab47f7b5a3651a3bd068a57820998,270,272,542,0.99
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:89ba7f08f7256493d6003652202319e3,270,476,746,0.57
NCI109,03:d145c98eeabbd3c158ba5aa0ca8b0c2a,02:d537dc70fd2b49cb161b3db97a789869,524,269,793,0.51
NCI109,03:33d3c163bb6c0826264e988c50b678d1,01:a4ef450f3f7518847ea88b96e055c223,679,269,948,0.40
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:ab57a9cf6a56e57d81dbd7475cd26f52,281,269,550,0.96
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:f2a52df187b02ea74a1bd48ecb5babf4,305,268,573,0.88
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,03:f25a7c3ac44b3449ca84eddfa918f847,305,268,573,0.88
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:6069ee2df5d6189e541a117442442faa,286,268,554,0.94
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:f2a52df187b02ea74a1bd48ecb5babf4,298,267,565,0.90
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,03:f25a7c3ac44b3449ca84eddfa918f847,298,267,565,0.90
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:a4f8c3124c85be423f2528251aa89ead,361,267,628,0.74
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:bbecb1f1073f446a1b89a34c3f6effab,267,550,817,0.49
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,01:0bb389b12346dc3a33bc96653224bb46,692,266,958,0.38
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:f2a52df187b02ea74a1bd48ecb5babf4,391,265,656,0.68
NCI109,03:598b75c84aa93acab28ebafaefe4b788,03:f25a7c3ac44b3449ca84eddfa918f847,391,265,656,0.68
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:6069ee2df5d6189e541a117442442faa,346,264,610,0.76
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:0877eb02f0f6b63b9ae6b2717efc6229,298,264,562,0.89
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:89ba7f08f7256493d6003652202319e3,264,314,578,0.84
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:5ecbe997f6ba4ab448e09dd7742ac734,263,571,834,0.46
NCI109,00:4,02:379f9030d2c3f1dc8b65fd57b4cc56b4,527,263,790,0.50
NCI109,01:dc17532c495527c57f92fd5e26993c9f,02:5f89fa2ba56e0816109b7b7a701b667c,739,263,1002,0.36
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,01:a2e52562004ee025ea81ce1a75923c92,263,604,867,0.44
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:0877eb02f0f6b63b9ae6b2717efc6229,312,262,574,0.84
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:e97400e9da6c4d9ed81a9dde7e8bf731,262,551,813,0.48
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,03:bc024b8c72e9fb75cd2d8489a726661d,262,551,813,0.48
NCI109,00:4,02:f2a52df187b02ea74a1bd48ecb5babf4,547,261,808,0.48
NCI109,00:4,03:f25a7c3ac44b3449ca84eddfa918f847,547,261,808,0.48
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:cbd4aaf041f9c40683f7422dd5396386,261,605,866,0.43
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,01:89f698e3e1554e30f713baddf67a6259,261,609,870,0.43
NCI109,04:3b80c0108e852671675976fa20f8eee6,01:eb07b23e9ae0447795e18c4290d34441,260,620,880,0.42
NCI109,04:3b80c0108e852671675976fa20f8eee6,02:f2a52df187b02ea74a1bd48ecb5babf4,356,260,616,0.73
NCI109,04:3b80c0108e852671675976fa20f8eee6,03:f25a7c3ac44b3449ca84eddfa918f847,356,260,616,0.73
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:2e99422b38768f8e29b9aab1a215b455,352,260,612,0.74
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:0877eb02f0f6b63b9ae6b2717efc6229,360,259,619,0.72
NCI109,01:dc17532c495527c57f92fd5e26993c9f,01:0bb389b12346dc3a33bc96653224bb46,759,259,1018,0.34
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,01:a2e52562004ee025ea81ce1a75923c92,257,628,885,0.41
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:2e99422b38768f8e29b9aab1a215b455,372,257,629,0.69
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:5ecbe997f6ba4ab448e09dd7742ac734,257,637,894,0.40
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,01:a2e52562004ee025ea81ce1a75923c92,256,624,880,0.41
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,01:eb07b23e9ae0447795e18c4290d34441,256,695,951,0.37
NCI109,00:4,02:0877eb02f0f6b63b9ae6b2717efc6229,558,255,813,0.46
NCI109,01:306bba0232fc46dd395dfd3674efb043,02:6069ee2df5d6189e541a117442442faa,317,255,572,0.80
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:a355458c6a7cf7e453160375f1b55649,255,972,1227,0.26
NCI109,03:33d3c163bb6c0826264e988c50b678d1,02:89ba7f08f7256493d6003652202319e3,582,255,837,0.44
NCI109,01:317fc8cd2fc13b8c3e806da114ca3abe,02:0877eb02f0f6b63b9ae6b2717efc6229,301,255,556,0.85
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:fa26a863793df7ae37bc53bbd7d3b3bf,385,255,640,0.66
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,02:0dbb852f0053ac44de3103179cdb45d6,692,254,946,0.37
NCI109,00:4,02:a4f8c3124c85be423f2528251aa89ead,530,253,783,0.48
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:cca9be1e12ff52f3e0c056449a3eb64d,291,253,544,0.87
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,03:e481b34b7a6b615cbc8c94c632ec53e5,291,253,544,0.87
NCI109,01:dc17532c495527c57f92fd5e26993c9f,02:0dbb852f0053ac44de3103179cdb45d6,756,253,1009,0.33
NCI109,01:7b99b1318769d6e2e224c251f91e860b,02:2e99422b38768f8e29b9aab1a215b455,253,255,508,0.99
NCI109,02:97f34d69f111c01bebdc3c06b97c4f64,02:2e99422b38768f8e29b9aab1a215b455,253,255,508,0.99
NCI109,02:7f51e80445ee77d92783b8ff94437cbc,02:d537dc70fd2b49cb161b3db97a789869,656,253,909,0.39
NCI109,03:598b75c84aa93acab28ebafaefe4b788,02:2e99422b38768f8e29b9aab1a215b455,402,253,655,0.63
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,02:08d67943ef5ef0b5f7f87c3b78e6aef9,251,685,936,0.37
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,03:a16d96e7b819297b552468f9510672ed,289,251,540,0.87
NCI109,01:8a8683d8e4e47f0171dd2bb744be466a,04:ef1b74fd347915aafcb268ad7d742e35,289,251,540,0.87
NCI109,01:dc17532c495527c57f92fd5e26993c9f,02:d537dc70fd2b49cb161b3db97a789869,714,251,965,0.35
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:6069ee2df5d6189e541a117442442faa,361,251,612,0.70
NCI109,03:33d3c163bb6c0826264e988c50b678d1,03:a16d96e7b819297b552468f9510672ed,730,251,981,0.34
NCI109,03:33d3c163bb6c0826264e988c50b678d1,04:ef1b74fd347915aafcb268ad7d742e35,730,251,981,0.34
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,02:08d67943ef5ef0b5f7f87c3b78e6aef9,250,678,928,0.37
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,03:a16d96e7b819297b552468f9510672ed,302,250,552,0.83
NCI109,01:72f34668e623a3370a1e58db21fd0d1e,04:ef1b74fd347915aafcb268ad7d742e35,302,250,552,0.83
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,02:cca9be1e12ff52f3e0c056449a3eb64d,366,250,616,0.68
NCI109,01:c65bbfae326767d26d5d4262b58dde8d,03:e481b34b7a6b615cbc8c94c632ec53e5,366,250,616,0.68
NCI109,03:33d3c163bb6c0826264e988c50b678d1,01:0bb389b12346dc3a33bc96653224bb46,698,250,948,0.36
OVCAR-8,02:2dfbbfa750db430ab9f82cee70e9305f,,2410,2017,4427,0.84
OVCAR-8,02:b66ba5adf78b7700c376640333eb7736,,2823,2008,4831,0.71
OVCAR-8,03:7ad2731ff74a11c94caef4b3c0d1ce33,,2823,2008,4831,0.71
OVCAR-8,02:d89717bf8a73761ccf2633c0fb99a828,,2595,2005,4600,0.77
OVCAR-8,02:136e07441cce25e262289ffc58c21ba4,,2488,2004,4492,0.81
OVCAR-8,02:464e6dd489b9b7225c46646084237d80,,2642,2001,4643,0.76
OVCAR-8,01:1cb3c5de3f8b1f78111f5c83e2947667,,3294,1998,5292,0.61
OVCAR-8,02:dd9c082c7fa722dbbf317db1b7bdf626,,3113,1997,5110,0.64
OVCAR-8,01:6a010362d7d04d347edf102e14e8d17f,,2864,1995,4859,0.70
OVCAR-8,03:3861826d1ee57430f94636baf76bc466,,2882,1993,4875,0.69
OVCAR-8,01:a9a6e272dacf6c0c1b662b4e147af315,,3192,1989,5181,0.62
OVCAR-8,01:20b7adc4e7c086b50f6ae769e9a36cbc,,3201,1984,5185,0.62
OVCAR-8,02:ce1732986fb61f6068d0122ae6358c47,,3637,1978,5615,0.54
OVCAR-8,02:1238461d039a1979e0a58bd6afbbc32c,,2537,1977,4514,0.78
OVCAR-8,01:e4796f4cca7cb4d0f839dae3e9b85f3e,,2391,1945,4336,0.81
OVCAR-8,01:ace81ac2facc4bd2c36c25654feb79de,,3290,1941,5231,0.59
OVCAR-8,02:5191e000543c5c81390fecbe79f6a567,,3726,1940,5666,0.52
OVCAR-8,02:4c2914f665661e9c7a97a0bcb1b15780,,3550,1929,5479,0.54
OVCAR-8,01:7b99b1318769d6e2e224c251f91e860b,,4927,1921,6848,0.39
OVCAR-8,02:97f34d69f111c01bebdc3c06b97c4f64,,4927,1921,6848,0.39
OVCAR-8,02:77a31408da712b1bc1fa77e81a6bdd8f,,2453,1911,4364,0.78
OVCAR-8,03:2bb1fd5b3ca957e0ce0b91d830b78312,,2453,1911,4364,0.78
OVCAR-8,01:6e87c6a96aa5212b2a7bd4223d278f50,,2836,1899,4735,0.67
OVCAR-8,02:dba282b7db8650a3074aa32036c683c9,,2819,1899,4718,0.67
OVCAR-8,02:c6ee4695bd935900d0337916e1ea23a3,,4302,1898,6200,0.44
OVCAR-8,02:4a19c56eceb2af1448c880c4cf6dbb68,,3088,1893,4981,0.61
OVCAR-8,01:8a8683d8e4e47f0171dd2bb744be466a,,5740,1882,7622,0.33
OVCAR-8,01:72f34668e623a3370a1e58db21fd0d1e,,5965,1877,7842,0.31
OVCAR-8,01:084e3bbb2a152e82fcfddacb1bda56e8,,3886,1876,5762,0.48
OVCAR-8,02:cf79e496e196bdc1fdbab236ecfbf968,,2552,1873,4425,0.73
OVCAR-8,03:fae422c2f0602bbc8d746ed31612f6d7,,2552,1873,4425,0.73
OVCAR-8,02:44ac54f3384ccaba38169986be138276,,3270,1864,5134,0.57
OVCAR-8,03:1dcf8c6acc73ce9fed22e82ec6950d59,,3270,1864,5134,0.57
OVCAR-8,02:51796e66aed3aca766ec178e8c970f1c,,2513,1859,4372,0.74
OVCAR-8,02:4877367ef9ab055863b947c07e927e2b,,2845,1848,4693,0.65
OVCAR-8,03:5fe166119d0deb63b24c688df2006586,,2630,1842,4472,0.70
OVCAR-8,01:306bba0232fc46dd395dfd3674efb043,,6579,1835,8414,0.28
OVCAR-8,02:9680b973282dee8a1b353bacfcab9c5a,,3109,1824,4933,0.59
OVCAR-8,01:bdea73a52fc420d7ff82879fb72b370b,,3869,1818,5687,0.47
OVCAR-8,02:cca9be1e12ff52f3e0c056449a3eb64d,,2594,1815,4409,0.70
OVCAR-8,03:e481b34b7a6b615cbc8c94c632ec53e5,,2594,1815,4409,0.70
OVCAR-8,01:317fc8cd2fc13b8c3e806da114ca3abe,,6024,1811,7835,0.30
OVCAR-8,02:f2a52df187b02ea74a1bd48ecb5babf4,,3278,1796,5074,0.55
OVCAR-8,03:f25a7c3ac44b3449ca84eddfa918f847,,3278,1796,5074,0.55
OVCAR-8,02:99eab47f7b5a3651a3bd068a57820998,,3419,1792,5211,0.52
OVCAR-8,02:a4f8c3124c85be423f2528251aa89ead,,3034,1788,4822,0.59
OVCAR-8,02:6069ee2df5d6189e541a117442442faa,,3966,1786,5752,0.45
OVCAR-8,02:a6168a5e476c77c90340b7f859989b4c,,4752,1773,6525,0.37
OVCAR-8,02:d537dc70fd2b49cb161b3db97a789869,,3813,1770,5583,0.46
OVCAR-8,02:da942b9ec0bcf7117f328682fd90e171,,3014,1764,4778,0.59
OVCAR-8,02:ed1e8884336a944a17c4f095d78ad7e6,,4591,1762,6353,0.38
OVCAR-8,02:fa26a863793df7ae37bc53bbd7d3b3bf,,3590,1751,5341,0.49
OVCAR-8,02:37e06ee601db2f20bcb80cb7a8495e64,,5222,1749,6971,0.33
OVCAR-8,02:ab57a9cf6a56e57d81dbd7475cd26f52,,4417,1737,6154,0.39
OVCAR-8,02:6dbe4fa455c30b7a9625b42488515b1e,,3121,1725,4846,0.55
OVCAR-8,02:379f9030d2c3f1dc8b65fd57b4cc56b4,,3371,1719,5090,0.51
OVCAR-8,01:0bb389b12346dc3a33bc96653224bb46,,2731,1705,4436,0.62
OVCAR-8,02:0dbb852f0053ac44de3103179cdb45d6,,3058,1703,4761,0.56
OVCAR-8,02:500c50e1451a93aa12d2b5bf78ad4aea,,3385,1700,5085,0.50
OVCAR-8,01:5d7d1403d53292740c12da79e9a3b43d,,6548,1692,8240,0.26
OVCAR-8,02:5f89fa2ba56e0816109b7b7a701b667c,,3031,1671,4702,0.55
OVCAR-8,02:9951bc9e3bf024ec6542563ceedc0415,,3386,1664,5050,0.49
OVCAR-8,01:a4ef450f3f7518847ea88b96e055c223,,4489,1658,6147,0.37
OVCAR-8,02:279a16b20b199cc6757db7021808789b,,3600,1595,5195,0.44
OVCAR-8,02:89ba7f08f7256493d6003652202319e3,,4569,1527,6096,0.33
OVCAR-8,02:e97400e9da6c4d9ed81a9dde7e8bf731,,5262,1456,6718,0.28
OVCAR-8,03:bc024b8c72e9fb75cd2d8489a726661d,,5262,1456,6718,0.28
OVCAR-8,02:354e6647d4a4f4080ce49df42f15223a,,5221,1373,6594,0.26
P388,02:2b7cbb1e4a3ea1ff70144959a10c87d1,,2354,2239,4593,0.95
P388,02:8808e2dbab9372463b3c9a80dbf16bb4,,2306,2237,4543,0.97
P388,03:31f8239f9dc80dab048f20a0c8b1e54d,,2306,2237,4543,0.97
P388,01:4f843bda83b8c2515d1970a0a835a5ec,,2465,2235,4700,0.91
P388,01:60974f4a7bce400cdcf43c22e18a213b,,2524,2232,4756,0.88
P388,02:65721a1de351d6bb766f275867f0d646,,2521,2232,4753,0.89
P388,03:9bae76059a8dbde031943c6a91eacce9,,2444,2225,4669,0.91
P388,02:245947dfbe25fb06028701638fa6cdf6,,2764,2220,4984,0.80
P388,03:3c5bef7a9eab8ee5102c51700b22af03,,2764,2220,4984,0.80
P388,01:10739f12112a8812952ffc87db83dd2f,,2510,2219,4729,0.88
P388,02:929c827871e92fc15659fe2331226ee2,,2261,2216,4477,0.98
P388,03:f48c0840ca7f41ff21d28f6d4145f72c,,2261,2216,4477,0.98
P388,02:0cf7fc736662602ee4dd24cb728e2fb3,,2216,2215,4431,1.00
P388,03:8eb582e6d585bdb38394b3f893aff7fa,,2216,2215,4431,1.00
P388,02:aa906829e2ff3d07c2228f32f9adbd14,,2352,2212,4564,0.94
P388,02:e05eeea4cc910f4c56549f7bf6452b15,,3165,2200,5365,0.70
P388,02:b6269276be6c69ce92284072bcb7ca92,,2734,2185,4919,0.80
P388,03:7e232ef28853959c54b7e41a5c5a67d3,,2734,2185,4919,0.80
P388,02:f3f1a59df247e0fb3ca2ba4b10c2e212,,2973,2182,5155,0.73
P388,02:c65854a7c3c9bb64ab922451c24f37e0,,2169,2200,4369,0.99
P388,01:6c7f6448b41e3b98af422fd89fd842bc,,2446,2168,4614,0.89
P388,02:deaf54c248d0c65ad2e246525632d5da,,3220,2159,5379,0.67
P388,02:2e3b102c9f239eee9e91284dbf20a77b,,2722,2150,4872,0.79
P388,01:86dc118e1f7fd69c28a83318c3ad00f0,,3044,2146,5190,0.70
P388,02:05639775b5637bcdd737a63d30310f4a,,2803,2146,4949,0.77
P388,01:5b87a518441d4339fbfc8b633d2c32ac,,3239,2143,5382,0.66
P388,01:44deb444eb0ea6754ae20866576888f7,,4294,2141,6435,0.50
P388,02:82e082cb647bfe22940725c4d54ee965,,4294,2141,6435,0.50
P388,01:bc61bfba9a1779a7afc6663a9ffeaad7,,4493,2139,6632,0.48
P388,02:4d15ce10a51eeab6e1d2ddb12186cf71,,2808,2135,4943,0.76
P388,02:7734dd5c9a467fc45a5273b348e1b249,,3338,2124,5462,0.64
P388,02:1f92f7675f044dc1eab7020776ed082b,,2113,2237,4350,0.94
P388,03:1385f749fcde66a97c6732c4a74cb14b,,2113,2237,4350,0.94
P388,01:b92beb81d1737b4cc59adaa933c56cc2,,4986,2110,7096,0.42
P388,02:3717262954958a3300ae5190995d062f,,2615,2107,4722,0.81
P388,02:7396c7ea41829192a542a01ac07d441a,,2153,2106,4259,0.98
P388,02:5e061a7f7ee8bef6c2f7e3a001fe4b8c,,2100,2215,4315,0.95
P388,01:7cfcda4e336df8250da57f148b3b27ac,,2393,2097,4490,0.88
P388,02:2bb4857248112d5a26b91ec2da99eea7,,3245,2090,5335,0.64
P388,02:34b19b6b8d7ebd7aebd14d38ebe74a30,,2370,2087,4457,0.88
P388,01:13e0cbc9b1abb40a2534e57b4f664d99,,3686,2082,5768,0.56
P388,02:2576b131029b5b8f91fe4b9ca74dbad6,,2931,2076,5007,0.71
P388,01:a4ef450f3f7518847ea88b96e055c223,,2992,2071,5063,0.69
P388,02:b58c85b6006cc0bad17b9628dee89f5f,,2762,2071,4833,0.75
P388,02:ce3d4e3d7be8b7b8b6bfae51b7e113e5,,2555,2071,4626,0.81
P388,02:2ed94d270f54d90a77decef8f6b0b6ed,,4012,2070,6082,0.52
P388,02:fe622424b530014c0aaba3748d122c29,,3160,2057,5217,0.65
P388,02:8f57b57c7cf4547f849446a02b31523f,,3858,2056,5914,0.53
P388,02:bff007e9b58c6a1cfc864ea7e73f0cfd,,4198,2053,6251,0.49
P388,02:05e637827f6e9872185e4186ae33d3bb,,2529,2053,4582,0.81
P388,02:9a2aebba0fd7199b8d9ad31ff47e3435,,2537,2052,4589,0.81
P388,03:2920acd67c94f726d26a4584fe262c27,,5700,2051,7751,0.36
P388,02:b35b0df46dc3efdace0e713cb2a37198,,4463,2051,6514,0.46
P388,02:2afea003f3b3596a96c5cf7db0402152,,3116,2042,5158,0.66
P388,01:acdb05f1a5bd8220c9cd715c837c9ea0,,6340,2027,8367,0.32
P388,02:8a114ac686cd2d5b5fcff39956cae3ee,,2026,2228,4254,0.91
P388,02:a8321dd396bd892946c0417111a84e6f,,2278,2021,4299,0.89
P388,03:d43a8fc9d8881eb7dc1e1a3bb206ae8b,,2278,2021,4299,0.89
P388,02:591b82a8446131e8460c45139092ec0f,,3485,2020,5505,0.58
P388,02:aae9d53a93a4443d9b927dc0610c065d,,3388,1993,5381,0.59
P388,02:55dc694dec0f2521f6bf53d8ff122cb3,,2536,1972,4508,0.78
P388,01:6ac92097fe53b64f01e7b556a09c62e2,,4892,1971,6863,0.40
P388,02:194c50cf66005194625abf8f9a0a58e0,,3425,1963,5388,0.57
P388,02:eff4d5d420240f8700b4f4ff9b51e1ed,,4475,1949,6424,0.44
P388,02:814267084b4f53c9542d7b737967a63b,,6527,1916,8443,0.29
P388,01:7c01d6d9477c5beb50a23c2299da1b2b,,4836,1906,6742,0.39
P388,02:6526e5c2ace28f614e5a44df159e7fbd,,2628,1883,4511,0.72
P388,02:c5a16493daff6431f97e72ccbb9cc497,,4453,1816,6269,0.41
P388,03:17500f10bb1b61649a028a28f9f4ad6e,,4453,1816,6269,0.41
P388,01:a9a6e272dacf6c0c1b662b4e147af315,,5794,1749,7543,0.30
P388,02:09b02a86392226118de4a73635b53520,,6491,1738,8229,0.27
P388,01:e4796f4cca7cb4d0f839dae3e9b85f3e,,6621,1735,8356,0.26
P388,00:0,,6428,1671,8099,0.26
PC-3,01:f04d28b6c4a59c0b0b5dcf28ff92c379,,1814,1533,3347,0.85
PC-3,02:2dfbbfa750db430ab9f82cee70e9305f,,1609,1531,3140,0.95
PC-3,02:a9559d1fbadf256c44bbbf388ae0b8f2,,1866,1517,3383,0.81
PC-3,03:5cd45fa0c5b3ebb04ee57691234038ea,,1866,1517,3383,0.81
PC-3,01:1cb3c5de3f8b1f78111f5c83e2947667,,2259,1509,3768,0.67
PC-3,02:d89717bf8a73761ccf2633c0fb99a828,,1854,1507,3361,0.81
PC-3,02:464e6dd489b9b7225c46646084237d80,,1846,1505,3351,0.82
PC-3,03:3861826d1ee57430f94636baf76bc466,,1973,1500,3473,0.76
PC-3,01:6a010362d7d04d347edf102e14e8d17f,,2049,1498,3547,0.73
PC-3,02:dd9c082c7fa722dbbf317db1b7bdf626,,1992,1497,3489,0.75
PC-3,02:136e07441cce25e262289ffc58c21ba4,,1894,1497,3391,0.79
PC-3,01:a9a6e272dacf6c0c1b662b4e147af315,,2240,1494,3734,0.67
PC-3,01:20b7adc4e7c086b50f6ae769e9a36cbc,,2394,1490,3884,0.62
PC-3,02:665d3f32fb595a67d28e10bce728c1f4,,2314,1490,3804,0.64
PC-3,01:317fc8cd2fc13b8c3e806da114ca3abe,,1683,1489,3172,0.88
PC-3,02:5191e000543c5c81390fecbe79f6a567,,2559,1487,4046,0.58
PC-3,00:5,,1697,1487,3184,0.88
PC-3,01:db6b9a0177ab02b402fd3dbd2526e04d,,1671,1481,3152,0.89
PC-3,01:e4796f4cca7cb4d0f839dae3e9b85f3e,,1760,1465,3225,0.83
PC-3,02:1238461d039a1979e0a58bd6afbbc32c,,1817,1464,3281,0.81
PC-3,01:f446e3e32408de037845db27af118a33,,3264,1457,4721,0.45
PC-3,02:3846a22dd8c427e2f74cb3fe3cff5339,,3264,1457,4721,0.45
PC-3,01:ace81ac2facc4bd2c36c25654feb79de,,2320,1457,3777,0.63
PC-3,01:8a8683d8e4e47f0171dd2bb744be466a,,4011,1448,5459,0.36
PC-3,02:4c2914f665661e9c7a97a0bcb1b15780,,2362,1446,3808,0.61
PC-3,01:72f34668e623a3370a1e58db21fd0d1e,,4339,1441,5780,0.33
PC-3,01:6e87c6a96aa5212b2a7bd4223d278f50,,1862,1441,3303,0.77
PC-3,02:dba282b7db8650a3074aa32036c683c9,,1850,1441,3291,0.78
PC-3,01:084e3bbb2a152e82fcfddacb1bda56e8,,2440,1424,3864,0.58
PC-3,02:4a19c56eceb2af1448c880c4cf6dbb68,,1977,1418,3395,0.72
PC-3,02:44ac54f3384ccaba38169986be138276,,2156,1411,3567,0.65
PC-3,03:1dcf8c6acc73ce9fed22e82ec6950d59,,2156,1411,3567,0.65
PC-3,02:c6ee4695bd935900d0337916e1ea23a3,,2979,1402,4381,0.47
PC-3,02:51796e66aed3aca766ec178e8c970f1c,,1759,1396,3155,0.79
PC-3,02:4877367ef9ab055863b947c07e927e2b,,1884,1389,3273,0.74
PC-3,02:9680b973282dee8a1b353bacfcab9c5a,,2138,1387,3525,0.65
PC-3,03:5fe166119d0deb63b24c688df2006586,,1767,1377,3144,0.78
PC-3,02:cca9be1e12ff52f3e0c056449a3eb64d,,1721,1372,3093,0.80
PC-3,03:e481b34b7a6b615cbc8c94c632ec53e5,,1721,1372,3093,0.80
PC-3,01:306bba0232fc46dd395dfd3674efb043,,4935,1370,6305,0.28
PC-3,02:f2a52df187b02ea74a1bd48ecb5babf4,,2063,1360,3423,0.66
PC-3,03:f25a7c3ac44b3449ca84eddfa918f847,,2063,1360,3423,0.66
PC-3,02:a4f8c3124c85be423f2528251aa89ead,,1934,1359,3293,0.70
PC-3,01:cbd4cfa8854e36c1da153fbfc49cbd5b,,4114,1358,5472,0.33
PC-3,01:bdea73a52fc420d7ff82879fb72b370b,,2750,1358,4108,0.49
PC-3,01:c65bbfae326767d26d5d4262b58dde8d,,4819,1355,6174,0.28
PC-3,02:0dbb852f0053ac44de3103179cdb45d6,,2071,1346,3417,0.65
PC-3,02:99eab47f7b5a3651a3bd068a57820998,,2244,1344,3588,0.60
PC-3,02:379f9030d2c3f1dc8b65fd57b4cc56b4,,2327,1335,3662,0.57
PC-3,02:ed1e8884336a944a17c4f095d78ad7e6,,3177,1329,4506,0.42
PC-3,02:6069ee2df5d6189e541a117442442faa,,2945,1329,4274,0.45
PC-3,02:37e06ee601db2f20bcb80cb7a8495e64,,3505,1328,4833,0.38
PC-3,02:d537dc70fd2b49cb161b3db97a789869,,2688,1316,4004,0.49
PC-3,02:a6168a5e476c77c90340b7f859989b4c,,2548,1304,3852,0.51
PC-3,02:fa26a863793df7ae37bc53bbd7d3b3bf,,2650,1300,3950,0.49
PC-3,02:6dbe4fa455c30b7a9625b42488515b1e,,2246,1300,3546,0.58
PC-3,02:da942b9ec0bcf7117f328682fd90e171,,2077,1290,3367,0.62
PC-3,02:ab57a9cf6a56e57d81dbd7475cd26f52,,3173,1283,4456,0.40
PC-3,02:500c50e1451a93aa12d2b5bf78ad4aea,,2321,1275,3596,0.55
PC-3,01:0bb389b12346dc3a33bc96653224bb46,,1980,1275,3255,0.64
PC-3,02:5f89fa2ba56e0816109b7b7a701b667c,,1979,1267,3246,0.64
PC-3,01:5d7d1403d53292740c12da79e9a3b43d,,4519,1266,5785,0.28
PC-3,01:a4ef450f3f7518847ea88b96e055c223,,3050,1241,4291,0.41
PC-3,02:9951bc9e3bf024ec6542563ceedc0415,,2393,1233,3626,0.52
PC-3,02:279a16b20b199cc6757db7021808789b,,2313,1215,3528,0.53
PC-3,02:89ba7f08f7256493d6003652202319e3,,3077,1149,4226,0.37
PC-3,02:e97400e9da6c4d9ed81a9dde7e8bf731,,3502,1083,4585,0.31
PC-3,03:bc024b8c72e9fb75cd2d8489a726661d,,3502,1083,4585,0.31
PC-3,02:354e6647d4a4f4080ce49df42f15223a,,3605,1038,4643,0.29
SF-295,02:2dfbbfa750db430ab9f82cee70e9305f,,2380,1965,4345,0.83
SF-295,02:7fbf64a9beeb22ea6feb62d610a700d1,,2806,1943,4749,0.69
SF-295,03:bb3e9206c08fa37030da3aa50cd4fd8d,,2806,1943,4749,0.69
SF-295,02:464e6dd489b9b7225c46646084237d80,,2621,1941,4562,0.74
SF-295,01:1cb3c5de3f8b1f78111f5c83e2947667,,3246,1940,5186,0.60
SF-295,01:4315c6122a9069c9b11d1180951f5b53,,3133,1938,5071,0.62
SF-295,03:3861826d1ee57430f94636baf76bc466,,2846,1938,4784,0.68
SF-295,02:136e07441cce25e262289ffc58c21ba4,,2432,1935,4367,0.80
SF-295,02:d89717bf8a73761ccf2633c0fb99a828,,2522,1933,4455,0.77
SF-295,01:f40f20d39e8d7a87494b8deb00974047,,3172,1932,5104,0.61
SF-295,02:dd9c082c7fa722dbbf317db1b7bdf626,,3084,1931,5015,0.63
SF-295,01:6a010362d7d04d347edf102e14e8d17f,,2787,1924,4711,0.69
SF-295,02:1238461d039a1979e0a58bd6afbbc32c,,2512,1920,4432,0.76
SF-295,02:5191e000543c5c81390fecbe79f6a567,,3618,1917,5535,0.53
SF-295,01:cbd4cfa8854e36c1da153fbfc49cbd5b,,2405,1910,4315,0.79
